COME TU MI VUOI;DE BIASI VOLFANGO;NARRATIVA ROSA
DI NOI TRE;DE CARLO ANDREA;NARRATIVA
GIRO DI VENTO ;DE CARLO ANDREA;NARRATIVA
PURA VITA;DE CARLO ANDREA;NARRATIVA
TRENO DI PANNA;DE CARLO ANDREA;NARRATIVA
UTO ;DE CARLO ANDREA;NARRATIVA
SIBILLA;DE CECCATTY RENE';NARRATIVA
Il paesaggio della cascina;De Crecchio Michele;Territorio cremonese/lombardo
ELENA,ELENA,AMORE MIO;DE CRESCENZO LUCIANO;NARRATIVA
LE DONNE SONO DIVERSE;DE CRESCENZO LUCIANO;NARRATIVA
STORIA DELLA FILOSOFIA MEDIOEVALE;DE CRESCENZO LUCIANO;NARRATIVA
ROSSO E NERO;DE FELICE RENZO;STORIA
NEL DUOMO DI PARMA;DE FILIPPIS GIUSEPPE;POESIE
PIAZZA GARIBALDI;DE FILIPPIS GIUSEPPE;POESIE
PROTEGGI LA MIA PARMA;DE FILIPPIS GIUSEPPE;POESIE
ROBINSON CRUSOE;DE FOE;CLASSICI
ROBINSON CRUSOE;DE FOE;CLASSICI
ROBINSON CRUSOE;DE FOE;CLASSICI
ANIME DI VETRO;DE GIOVANNI MAURIZIO;NARRATIVA
SERENATA SENZA NOME;DE GIOVANNI MAURIZIO;NARRATIVA
Il brigantaggio meridionale;De Jaco Aldo;STORIA
TEODORA IMPERATRICE D'ORIENTE;DE LANCKER HUGUETTE;STORIA
RIVOGLIO LA MIA VITA;DE LAURENTIS VERONICA;NARRATIVA
IL GIORNO PRIMA DELLA FELICITA';DE LUCA FERRI;NARRATIVA
A CASA DEL DIAVOLO;DE MARCO ROMANO;THRILLER
L'ULTIMA STELLA A DESTRA DELLA LUNA;DE MARI SILVANA;NARR. BAMBINI
Adriano Bimbi;De Micheli Mario;Territorio cremonese/lombardo
CATTEDRALE;DE MILLE NELSON;NARRATIVA
L'ORA DEL LEONE;DE MILLE NELSON;NARRATIVA
MISSIONE AL NORD;DE MILLE NELSON;NARRATIVA
L'ESTATE PERDUTA;DE MONTALEMBERT HUGUES;NARRATIVA
NOVELLE - RACCONTI;DE MUSSET;CLASSICI
DE GASPERI ;DE PIREY E. A.;BIOGRAFIE
IL PICCOLO PRINCIPE;DE SAINT-EXUPERY ANTOINE;NARR. RAGAZZI
SAGGI CRITICI;DE SANCTIS;CLASSICI
LA STELLA DI SIVIGLIA-LE BIZZARIE;DE VEGA LOPE;CLASSICI
TEATRO;DE VEGA LOPE;CLASSICI
INCAVOLATI INCAS;DEARY TERRY;NARR. RAGAZZI
L'ORO DEL FARAONE;DEARY TERRY;NARR. RAGAZZI
FIUME DI SANGUE;DEAVER JEFFERY;THRILLER
IL COLLEZIONISTA DI OSSA;DEAVER JEFFERY;NARRATIVA
IL FILO CHE BRUCIA;DEAVER JEFFERY;NARRATIVA
IL GIARDINO DELLE BELVE;DEAVER JEFFERY;NARRATIVA
IL SILENZIO DEI RAPITI;DEAVER JEFFERY;NARRATIVA
LA BAMBOLA CHE DORME;DEAVER JEFFERY;NARRATIVA
LA DODICESIMA CARTA;DEAVER JEFFERY;NARRATIVA
LA FIGLIA SBAGLIATA;DEAVER JEFFERY;THRILLER
LA FINESTRA ROTTA;DEAVER JEFFERY;NARRATIVA
LA LACRIMA DEL DIAVOLO;DEAVER JEFFERY;NARRATIVA
LA LUNA FREDDA;DEAVER JEFFERY;NARRATIVA
LA NOTTE DELLA PAURA;DEAVER JEFFERY;NARRATIVA
LA SCIMMIA DI PIETRA;DEAVER JEFFERY;THRILLER
LA SEDIA VUOTA;DEAVER JEFFERY;NARRATIVA
LA STANZA DELLA MORTE;DEAVER JEFFERY;THRILLER
LA STRADA DELLE CROCI;DEAVER JEFFERY;NARRATIVA
LO SCHELETRO CHE BALLA;DEAVER JEFFERY;NARRATIVA
L'OMBRA DEL COLLEZIONISTA;DEAVER JEFFERY;THRILLER
L'ULTIMO COPIONE DI JOHN PELLAM;DEAVER JEFFERY;NARRATIVA
L'UOMO SCOMPARSO;DEAVER JEFFERY;NARRATIVA
NERO A MANHATTAN;DEAVER JEFFERY;THRILLER
NOTTI SENZA SONNO;DEAVER JEFFERY;NARRATIVA
PIETA'PER GLI INSONNI;DEAVER JEFFERY;NARRATIVA
PROFONDO BLU;DEAVER JEFFERY;NARRATIVA
SOPRAVVIVERE COI LUPI;DEFONSECA MISHA;NARRATIVA
IL LIBRO DI MADUR;DEI CESARE;NARR. RAGAZZI
LA VIA DEL SALE;DEI CESARE;NARR. RAGAZZI
LA PRIMA COSA CHE GUARDO;DELACOURT GREGOIRE;NARRATIVA
LA CHIESA DELLA SOLITUDINE;DELEDDA GRAZIA;NARRATIVA
I TRE DESIDERI;DELINSKY BARBARA;NARRATIVA ROSA
LARGO AI TONTOLONI;DENIM SUE/PILKEY DAV;NARR. BAMBINI
IL CAVALIERE DEL MISSISIPI;DENUNZIERE MAURICE;NARRATIVA
LE TRE QUERCE;DENUNZIERE MAURICE;NARRATIVA
CHARLIE CHAN E LA DONNA INESISTENTE;DERR BIGGERS EARL;GIALLO
ALIBI UFFICIALE;DEUTERMANN P.T.;NARRATIVA
MADRE TERESA;DEVANANDA;RELIGIONE
CONTAGIO MORTALE;DEVER JOE;LIBRO GAME
I PRIGIONIERI DEL TEMPO;DEVER JOE;LIBRO GAME
IL PRIGIONIERO DI KAAG;DEVER JOE;LIBRO GAME
IL RITORNO DI VASHNA;DEVER JOE;LIBRO GAME
L' ALBA DEI DRAGONI;DEVER JOE;LIBRO GAME
L' ANTRO DELLA PAURA;DEVER JOE;LIBRO GAME
LA CROCIATA DELLA MORTE ;DEVER JOE;LIBRO GAME
LE SEGRETE DI TORGAR;DEVER JOE;LIBRO GAME
SCONTRO MORTALE;DEVER JOE;LIBRO GAME
IL CASTELLO DELLA MORTE;DEVER-CHALK;LIBRO GAME
LA GIUNGLA DEGLI ORRORI;DEVER-CHALK;LIBRO GAME
NEGLI ABISSI DI KALTENLAND;DEVER-CHALK;LIBRO GAME
NEL REGNO DEL TERRORE;DEVER-CHALK;LIBRO GAME
OMBRE SULLA SABBIA;DEVER-CHALK;LIBRO GAME
UN' ADORABILE BUGIARDA;DEVEROUX JUDE;NARRATIVA ROSA
LUTTO IN FAMIGLIA;DEVINE D. M.;GIALLO
NOTTE DI NOZZE;DEVON GARY;NARRATIVA
MORIRE E' UN PO' PARTIRE;DEWEY THOMAS B.;GIALLO
L' ENIGMA DEI COLTELLI;DEXTER COLIN;IL GIALLO - C
NIENTE VACANZE PER L' ISPETTORE MORSE;DEXTER COLIN;NARRATIVA
UN PUZZLE PER L'ISPETTORE MORSE;DEXTER COLIN;IL GIALLO - C
LO STRAORDINARIO VIAGGIO DI EDWARD TULANE;DI AMILLO KATE;NARR. BAMBINI
FRAMMENTI DI VITA;DI GENNARO MATTEO;POESIE
IL GATTOPARDO;DI LAMPEDUSA;NARRATIVA
PASSAGGIO IN OMBRA;DI LASCIA MARIATERESA;NARRATIVA
DOTTORE,HO UN SOFFICINO AL CUORE;DI STEFANO ANTONIO;NARRATIVA
LA SCHIAVA BAMBINA;DIARYATOU;NARRATIVA ROSA
ANGELI IN ASTRONAVE;DIBITONTO GIORGIO;SPIRITUALITA'
TUTTI I RACCONTI DI VIRGINIA WOOLF;DICK SUSAN;NARRATIVA
DAVID COPPERFIELD;DICKENS;CLASSICI
DAVID COPPERFIELD;DICKENS;CLASSICI
LA BOTTEGA DELL'ANTIQUARIATO;DICKENS;CLASSICI
NICOLA NICKLEBY;DICKENS;CLASSICI
OLIVER TWIST;DICKENS;CLASSICI
DAVIDE COPPERFIELD;DICKENS CARLO;CLASSICI
CANTO DI NATALE;DICKENS CHARLES;NARRATIVA
David Copperfield;Dickens Charles;NARRATIVA
IL CIRCOLO PICKWICK (parte I);DICKENS CHARLES;NARRATIVA
IL CIRCOLO PICKWICK (parte II);DICKENS CHARLES;NARRATIVA
RACCONTI DI NATALE;DICKENS CHARLES;NARR. RAGAZZI
LA VERITA' SUL CASO HARRY QUEBERT;DICKER JOEL;NARRATIVA
SILENZI ;DICKINSON EMILY;NARRATIVA
L'AMICO IMMAGINARIO;DICKS MATTHEW;NARRATIVA
IL CANTUCCIO DELLA STREGA;DICKSON CARR JOHN;GIALLO
IL DIAVOLO VESTITO DI VELLUTO;DICKSON CARR JOHN;GIALLI VARI
IL MESSAGGIO DEL RE;DICKSON CARR JOHN;I CLASSICI DEL GIALLO - B
IL MISTERO DI MURIEL;DICKSON CARR JOHN;I CLASSICI DEL GIALLO - A
IL TERRORE CHE MORMORA;DICKSON CARR JOHN;I CLASSICI DEL GIALLO - B
LA FIAMMA E LA MORTE;DICKSON CARR JOHN;GIALLO
ROMBI DI TUONO PER IL DOTTOR FELL;DICKSON CARR JOHN;GIALLO
UNA CROCE ERA IL SEGNALE;DICKSON CARR JOHN;GIALLO
….MA IL TERRORE RIMANE;DICKSON CARTER;GIALLO
FANTASMA DI MARE;DICKSON CARTER;I CLASSICI DEL GIALLO
IL LAGO D'ORO;DICKSON CARTER;GIALLO
LA VEDOVA BEFFARDA;DICKSON CARTER;GIALLO
IL LINGUAGGIO SEGRETO DEI FIORI;DIFFENBAUGH VANESSA;NARRATIVA ROSA
OCCHIALI NERI;DIKSON CARR JOHN;I CLASSICI DEL GIALLO
LA CASA STREGATA;DIKSON CARTER;GIALLO
LETTORE,IN GUARDIA;DIKSON CARTER;GIALLO
VETTORE D'ATTACCO;DIMERCURIO MICHAEL;NARRATIVA
FIORE DEL DESERTO STORIA DI UNA DONNA;DIRIE;NARRATIVA ROSA
ALLA SCOPERTA DEGLI INSETTI;DISNEY;NARR. BAMBINI
ALLA SCOPERTA DEI SENTIMENTI;DISNEY;NARR. BAMBINI
ART ATTACK;DISNEY;NARR. BAMBINI
BAMBI;DISNEY;NARR. BAMBINI
CAMP ROCK;DISNEY;NARR. RAGAZZI
CARS MOTORI RUGGENTI;DISNEY;NARR. BAMBINI
DUMBO;DISNEY;NARR. BAMBINI
I FANTASMI SI SCATENANO;DISNEY;NARR. RAGAZZI
I PROMESSI PAPERI;DISNEY;NARR. RAGAZZI
I VIAGGI DI PAPERGULLIVER;DISNEY;NARR. BAMBINI
IL SOGNO DI CARL E ELLIE;DISNEY;NARR. BAMBINI
LA CARICA DEI 102;DISNEY;NARR. BAMBINI
TOPOGEO AFRICA MEDITERRANEA;DISNEY;NARR. BAMBINI
TOPOLINO STORY 1949;DISNEY;NARR. RAGAZZI
GRANDE DIZIONARIO ENCICLOPEDICO;DIZ. APPENDICE 1979;ENCICLOPEDIA
GRANDE DIZIONARIO ENCICLOPEDICO;DIZ. APPENDICE 1985;ENCICLOPEDIA
GRANDE DIZIONARIO ENCICLOPEDICO;DIZ. APPENDICE 1991;ENCICLOPEDIA
DIZIONARIO BIOGRAFICO ILLUSTRATO;DIZIONARIO;ENCICLOPEDIA
DIZIONARIO DEL DIALETTO CREMONESE;DIZIONARIO;DIZIONARI
DIZIONARIO DELLA LINGUA ITALIANA;DIZIONARIO;DIZIONARI
DIZIONARIO ILLUSTRATO DELLA LINGUA LATINA;DIZIONARIO;DIZIONARI
LA NUOVA ENCICLOPEDIA UNIVERSALE GARZANTI;DIZIONARIO;ENCICLOPEDIA
NOVISSIMO DIZIONARIO DELLE LINGUE ITALIANA e TEDESCA;DIZIONARIO;DIZIONARI
UN FIAMMIFERO DI TROPPO;DODGE DAVID;GIALLO
LE DUE VITE DI JAMES IL TUFFATORE;DOHERTY BERLIE;NARR. RAGAZZI
Maria Biselli una popolana per la libertà;Dolci Franco;Territorio cremonese/lombardo
I problemi dei bambini;Dolto Francoise;Psicologia
AMBROGINO SBRODOLONE;DOMENICA LUCIANI;NARR. RAGAZZI
ALADINO E LA LAMPADA MAGICA;DOMINICIS;NARR. RAGAZZI
LE MILLE E UNA NOTTE VOL. I ;DOMINICIS ARMANDO;NARR. RAGAZZI
LE MILLE E UNA NOTTE VOL. II ;DOMINICIS ARMANDO;NARR. RAGAZZI
IL SEPOLCRO DI CARTA;DONATI SERGIO;GIALLO
UNA RAGIONE PER AMARE;DONOVAN RABECCA;NARRATIVA ROSA
IL SUPESTITE;DORN WULF;THRILLER
LA PSICHIATRA;DORN WULF;THRILLER
IL SEGRETO DI PICCOLO TUONO;DORRIS MICHAEL;NARR. BAMBINI
IO SPERIAMO CHE ME LA CAVO;D'ORTA MARCELLO;NARRATIVA
BRIVIDO AL MUSEO;DORVAL PAUL;NARR. RAGAZZI
VATICANUM IL MANOSCRITTO ESOTERICO;DOS SANTOS JOSE' RODRIGUEZ;NARRATIVA
DELITTO E CASTIGO;DOSTOEVSKIJ;CLASSICI
I FRATELLI KARAMAZOV;DOSTOEVSKIJ;CLASSICI
I FRATELLI KARAMAZOV;DOSTOEVSKIJ;CLASSICI
UMILIATI E OFFESI;DOSTOIEVSKY F.;CLASSICI
MINDHUNTER;DOUGLAS JOHN;THRILLER
COS' E' SUCCESSO A ELLEN?;DOUGLAS LOUISE;NARRATIVA ROSA
IL CODICE;DOUGLAS PRESTON;NARRATIVA
IMPATTO;DOUGLAS PRESTON;NARRATIVA
DUE TOMBE;DOUGLAS PRESTON CHILD LINCOLN;NARRATIVA
IL MONDO PERDUTO;DOYLE CONAN;NARR. RAGAZZI
IL TACCUINO DI SHERLOCK HOLMES;DOYLE CONAN ARTHUR;GIALLO
LE MEMORIE DI SHERLOCK HOLMES;DOYLE CONAN ARTHUR;GIALLO
L'ULTIMO SALUTO DI SHERLOCK HOLMES;DOYLE CONAN ARTHUR;GIALLO
NEFERTITI;DRAKE NICK;NARRATIVA
ANGELI SULLA PUNTA DI UNO SPILLO;DRUZNIKOV JURIJ;NARRATIVA
OPERAZIONE VULCANO;DU BRUL JACK;NARRATIVA
REBECCA LA PRIMA MOGLIE;DU MAURIER DAPHNE;NARRATIVA ROSA 
LA NOTTE HA CAMBIATO UMORE;DUENAS MARIA;NARRATIVA ROSA
IL PICCOLO VILLAGGIO DEI SOPRAVVISSUTI;DUFFY PETER;NARRATIVA
LA REGINA MARGOT;DUMAS;CLASSICI
IL CONTE DI MONTECRISTO ( VOL. I- VOL. I I);DUMAS ALESSANDRO;CLASSICI
LA SIGNORA DELLE CAMELIE;DUMAS ALESSANDRO;CLASSICI
TOGLIETEMI DI TORNO QUESTI PICCOLI MOSTRI;DUNMORE HELEN;NARR. RAGAZZI
SE STASERA SIAMO QUI;DUNNE CATHERINE;NARRATIVA ROSA 
LE DUE SIGNORE GRENVILLE;DUNNE DOMINICK;NARRATIVA ROSA 
IL MARINAIO DI GIBILTERRA;DURAS MARGUERITE;NARRATIVA
MELISSA;DURBRIDGE;GIALLO
…DAI NEMICI MI GUARDO IO;DURBRIDGE FRANCIS;GIALLO
SCHIAVA DI MIO MARITO;DURRANI TEHMINA;NARRATIVA
LA MIA FAMIGLIA E ALTRI ANIMALI;DURRELL GERALD;NARRATIVA
MIA CUGINA ROSY;DURRELL GERALD;NARR. RAGAZZI
L'ASSASSINO DELLA PORTA ACCANTO;DUTRUC-ROSSET;NARR. BAMBINI
LA CASA SEGRETA;EBERHART MIGNON G.;I CLASSICI DEL GIALLO - A
LA TRAPPOLA;EBERHART MIGNON G.;GIALLO
NON E' POSSIBILE;EBERHART MIGNON G.;GIALLO
PRIGIONIERA DELLE OMBRE;EBERHART MIGNON G.;GIALLO
PROVA CAPITALE;EBERHART MIGNON G.;IL GIALLO - C
LE SIGNORINE OMICIDI;EBERHART-YAFFE-CHRISTIE;GIALLO
LA CITTA' E LE MONTAGNE;ECA DE QUEIROZ;CLASSICI
L'ILLUSTRE CASATA RAMIRES;ECA DE QUEIROZ;CLASSICI
BAUDOLINO;ECO UMBERTO;NARRATIVA
IL CIMITERO DI PRAGA;ECO UMBERTO;NARRATIVA
IL NOME DELLA ROSA;ECO UMBERTO;NARRATIVA
IL PENDOLO DI FOUCAULT;ECO UMBERTO;NARRATIVA
IL SECONDO DIARIO MINIMO;ECO UMBERTO;NARRATIVA
KANT E L'ORNITORINCO;ECO UMBERTO;NARRATIVA
LA BUSTINA DI MINERVA;ECO UMBERTO;NARRATIVA
LA MISTERIOSA FIAMMA DELLA REGINA LOANA;ECO UMBERTO;NARRATIVA
L'ISOLA DEL GIORNO PRIMA;ECO UMBERTO;NARRATIVA
FLINT;EDDY PAUL;GIALLO
FIGLIA DEL SILENZIO;EDWARDS KIM;NARRATIVA
UN GIORNO MI TROVERAI;EDWARDS KIM;NARRATIVA
PIOGGIA NERA SU TOKYO;EISLER BARRY;THRILLER
DINASTIA;ELEGANT ROBERT S.;NARRATIVA
ROMOLA;ELIOT;CLASSICI
ROMOLA;ELIOT;CLASSICI
IL PADRE FRANCESE;ELKANN ALAIN;NARRATIVA
GELO MORTALE PER GIDEON OLIVER;ELKINS AARON;IL GIALLO - B
ESPERIMENTI DEDUTTIVI DI ELLERY QUEEN;ELLERY QUEEN;GIALLO
SULLE ALI DELLA FELICITA';ELLIOTT EMILY;NARRATIVA ROSA
L'UOMO NASCOSTO;ELLIS DAVID;NARRATIVA
L'UOMO CHE PARLAVA CON I LUPI;ELLIS SHAUN;NARRATIVA
L.A.CONFIDENTIAL;ELLROY JAMES;GIALLO
LE STRADE DELL'INNOCENZA;ELLROY JAMES;I CLASSICI DEL GIALLO
TUTTI I RACCONTI WESTERN;ELMORE LEONARD;NARRATIVA
NORBERTO NUCAGROSSA;ENDE M.;NARR. RAGAZZI
UN INVITO INNOCENTE;EPHRON AMY;NARRATIVA ROSA
ZERO COUPON;ERDMAN PAUL;THRILLER
ILDETECTIVE WARTON;ERICKSON E. RUSSELL;NARR. BAMBINI
GUARIRE CO L'IPNOSI;ERICKSON H. MILTON;PSILOLOGIA
L'EVASO;ERICKSON LYNN;NARRATIVA
IL GIOCO DELLA VERITA';ERIKSON LYNN;THRILLER
Crema - Piazza Duomo e le Porte della città;Ermentini - Ceserani;Territorio cremonese/lombardo
L'ANTICO ORIENTE;ERODOTO;CLASSICI
TRAGEDIE;ESCHILO;CLASSICI
IL MONDO DELLA FAVOLA;ESOPO-FEDRO-LA FONTAIN;CLASSICI
IL RE SOLOSOLETTO;ESTRADA RAFAEL;NARR. BAMBINI
IL BAMBINO CHE LEGGEVA IL CORANO;ETERAZ ALI;NARRATIVA
AMORE,PROZAC E ALTRE CURIOSITA';ETXEBARRIA LUCIA;NARRATIVA ROSA
CACCIATRICE DI TAGLIE;EVANOVICH J.;NARRATIVA
INSIEME CON I LUPI;EVANS NICHOLAS;NARRATIVA
L'UOMO CHE SUSSURRAVA AI CAVALLI;EVANS NICHOLAS;NARRATIVA
NEL FUOCO;EVANS NICHOLAS;NARRATIVA
QUANDO IL CIELO SI DIVIDE;EVANS NICHOLAS;NARRATIVA
ASCOLTAMI;EYRE WARD AMANDA;NARRATIVA ROSA
IL PETALO CREMISI EIL BIANCO;FABER MICHEL;NARRATIVA
UN TUFFO IN ARIA;FAGLIA;NARR. BAMBINI
LA CATTEDRALE DEL MARE;FALCONES ILDEFONSO;NARRATIVA
LA MANO DI FATIMA;FALCONES ILDEFONSO;NARRATIVA
APPUNTI DI UN VENDITORE DI DONNE;FALETTI GIORGIO;NARRATIVA
FUORI DA UN EVIDENTE DESTINO;FALETTI GIORGIO;NARRATIVA
IO SONO DIO;FALETTI GIORGIO;NARRATIVA
IO UCCIDO;FALETTI GIORGIO;NARRATIVA
NIENTE DI VERO TRANNE GLI OCCHI;FALETTI GIORGIO;NARRATIVA
POCHI INUTILI NASCONDIGLI;FALETTI GIORGIO;NARRATIVA
TRE ATTI E DUE TEMPI;FALETTI GIORGIO;NARRATIVA
INSCIALLAH;FALLACI ORIANA;NARRATIVA
LA FORZA DELLA RAGIONE;FALLACI ORIANA;NARRATIVA
NIENTE E COSI' SIA;FALLACI ORIANA;NARRATIVA
ORIANA FALLACI INTERVISTA ORIANA FALLACI;FALLACI ORIANA;NARRATIVA
UN CAPPELLO PIENO DI CILIEGIE;FALLACI ORIANA;NARRATIVA
FINALMENTE IN VACANZA;FARGE;NARR. BAMBINI
LA STRADA TRA NOI;FARNDALE NIGEL;NARRATIVA ROSA
LA MACCHIA NERA;FASANOTTI PIER MARIO;NARR. RAGAZZI
CODICE DELLA STRADA;FASSEL;NARR. BAMBINI
L'ORO DI SARAH;FASSIO ANNAMARIA;GIALLO
L'URLO E IL FURORE;FAULKNER WILLIAM;NARRATIVA
PRIMA CHE VI UCCIDANO;FAVA GIUSEPPE;NARRATIVA
IL CERCHIO DEL DESIDERIO;FAVIER PATRICIA;NARRATIVA ROSA
Pieve San Giacomo e la sua storia;Fazzi Dante;Territorio cremonese/lombardo
IL CIGNO DI SMERALDO;FEATHER JANE;NARRATIVA ROSA
IL PARTIGIANO JOHNNY;FENOGLIO;STORIA
RACCONTI PARTIGIANI;FENOGLIO;CLASSICI
I MISTERI DELL'ANTICO EGITTO;FENOGLIO ALBERTO;NARRATIVA
Medagliere cremonese;Fenti Germano;Territorio cremonese/lombardo
I GIORNI DELL'ABBANDONO;FERRANTE ELENA;NARRATIVA
Galleria Borghese;Ferrara Luciana ;Storia dell'arte
SORESINA TEATRO;FERRARI BOCCA;STORIA
"Il biotopo ""Naviglio in Melotta""";Ferrari Valerio;Territorio cremonese/lombardo
Storia del Teatro Sociale di Bozzolo;Ferrarini Subelli;Territorio cremonese/lombardo
Amilcare Ponchielli;Ferraris Castelli;Territorio cremonese/lombardo
A COLPI DI CRISTALLO;FERRARS ELISABETH;GIALLO
LA RIDDA DEI SOSPETTI;FERRARS ELISABETH;GIALLO
L'OTTAVA MOGLIE DI MISTER G.;FERRARS ELISABETH;GIALLO
CATERINA DA SIENA;FERRI EDGARDA;BIOGRAFIE
MARIA TERESA;FERRI EDGARDA;BIOGRAFIE
VORREI SPOSARE GEORGE CLOONEY;FERRIS AMY;NARRATIVA ROSA
RAGAZZA LADRA;FETH MONIKA;NARR. RAGAZZI
Medardo Rosso - scritti e pensieri 1889 - 1927;Fezzi Elda;STORIA
STANCHI;FICARRA & PICONE;NARRATIVA
DIARIO DI ZLATA;FILIPOVIC ZLATA;NARRATIVA
IL LIBRO SEGRETO DI DANTE;FIORETTI FRANCESCO;NARRATIVA
SPACCATO IN DUE;FIRETTI GIANLUCA D'AGOSTINO MARCO;NARRATIVA
DINOSAURI;FIRTH RACHEL;NARR. BAMBINI
LE CENERI NON PARLANO;FISCHER BRUNO;GIALLO
OSTAGGI NELLO SPAZIO;FISK NICHOLAS;NARR. RAGAZZI
IL GRANDE GATSBY;FITZGERALD F. SCOTT;NARRATIVA
AL DI QUA DEL PARADISO;FITZGERALD F.S.;NARRATIVA
TENERA E' LA NOTTE;FITZGERALD F.S.;NARRATIVA
LA VITA QUOTIDIANA IN GRECIA…..;FLACELIERE ROBERT;CLASSICI
IN PIEDI SULL'ARCOBALENO;FLAGG FANNIE;NARRATIVA ROSA
MISS ALABAMA E LA CASA DEI SOGNI;FLAGG FANNIE;NARRATIVA
UN GIORNO A BOMBAY;FLAIANO;NARR. RAGAZZI
MADAME BOVARY;FLAUBERT;CLASSICI
SALAMBO';FLAUBERT;CLASSICI
UN ENIGMA COLOR PORPORA;FLEISHHAUER WOLFRAM;NARRATIVA
MISSIONE GOLDFINGER;FLEMING IAN;NARRATIVA
MORTE PRESUNTA;FLETCHER LUCILLE;GIALLO
LADRA DI CIOCCOLATO;FLORAND LAURA;NARRATIVA ROSA
SULLA PELLE;FLYNN GILLIAN;THRILLER
PICCOLO MONDO ANTICO;FOGAZZARO;CLASSICI
IL PALAZZO COMUNALE DI CREMONA;FOGLIA ANDREA ;Storia dell'arte
NEL TEMPO DI MEZZO;FOIS MARCELLO;NARRATIVA
ALTA FINANZA;FOLLETT KEN;NARRATIVA
CODICE A ZERO;FOLLETT KEN;NARRATIVA
I PILASTRI DELLA TERRA;FOLLETT KEN;NARRATIVA
IL CODICE REBECCA;FOLLETT KEN;NARRATIVA
IL MARTELLO DELL'EDEN;FOLLETT KEN;NARRATIVA
IL MISTERO DEGLI STUDI KELLERMAN;FOLLETT KEN;NARRATIVA
IL TERZO GEMELLO;FOLLETT KEN;NARRATIVA
IL VOLO DEL CALABRONE;FOLLETT KEN;NARRATIVA
LA CADUTA DEI GIGANTI;FOLLETT KEN;NARRATIVA
LA CRUNA DELL'AGO;FOLLETT KEN;NARRATIVA
LA GRANDE RAPINA DI NIZZA;FOLLETT KEN;NARRATIVA
LE GAZZE LADRE;FOLLETT KEN;NARRATIVA
LO SCANDALO MODIGLIANI;FOLLETT KEN;NARRATIVA
L'UOMO DI PIETROBURGO;FOLLETT KEN;NARRATIVA
MONDO SENZA FINE;FOLLETT KEN;NARRATIVA
NEL BIANCO;FOLLETT KEN;NARRATIVA
NOTTE SULL'ACQUA;FOLLETT KEN;NARRATIVA
SULLE ALI DELLE AQUILE;FOLLETT KEN;NARRATIVA
TRIPLO;FOLLETT KEN;NARRATIVA
UN LETTO DI LEONI;FOLLETT KEN;NARRATIVA
UN LUOGO CHIAMATO LIBERTA';FOLLETT KEN;NARRATIVA
UNA FORTUNA PERICOLOSA;FOLLETT KEN;NARRATIVA
I 57 GIORNI CHE HANNO SCONVOLTO L'ITALIA;FOLLIAN JOHN;NARRATIVA
IL GIORNO DOPO DOMANI;FOLSOM ALLAN;THRILLER
L'ESULE;FOLSOM ALLAN;THRILLER
IL GIORNO DOPO DOMANI;FOLSON ALLAN;NARRATIVA
Segnali e messaggi dal passato;Fontana Ettore;STORIA
ANDREACULA;FORATTINI GIORGIO;NARRATIVA
VIGNETTE SATANICHE;FORATTINI GIORGIO;NARRATIVA
IL BIGLIETTO VINCENTE;FORD B. DAVID;NARRATIVA
IL POTERE ASSOLUTO;FORD DAVID;NARRATIVA
LA CASA DEI CORPI;FORD G.M;THRILLER
FIUME NERO;FORD G.M.;THRILLER
INCENDI;FORD RICHARD;NARRATIVA
ORAZIO;FOREMAN;NARR. BAMBINI
SORPRESA,SORPRESA;FOREMAN MICHAEL;NARR. BAMBINI
DOSSIER ODESSA;FORSYTH FREDERICK;NARRATIVA
ICONA;FORSYTH FREDERICK;NARRATIVA
IL COBRA;FORSYTH FREDERICK;NARRATIVA ROSA
IL FANTASMA DI MANHATTAN;FORSYTH FREDERICK;NARRATIVA
IL GIORNO DELLO SCIACALLO;FORSYTH FREDERICK;NARRATIVA
IL NEGOZIATORE;FORSYTH FREDERICK;NARRATIVA
IL PUGNO DI DIO;FORSYTH FREDERICK;NARRATIVA
IL SIMULATORE;FORSYTH FREDERICK;NARRATIVA
IL VENDICATORE;FORSYTH FREDERICK;NARRATIVA
IL VETERANO;FORSYTH FREDERICK;NARRATIVA
L 'AFGANO;FORSYTH FREDERICK;NARRATIVA
L'ALTERNATIVA DEL DIAVOLO;FORSYTH FREDERICK;NARRATIVA
NESSUNA CONSEGUENZA;FORSYTH FREDERICK;NARRATIVA
LA CHIAVE DEL TEMPO;FORTIER ANNE;NARRATIVA
INCHIESTA SUI MISTERI DI FINE MIL….;FOSCHINI LORENZA;NARRATIVA
OPERE;FOSCOLO;CLASSICI
ULTIME LETTERE DI JACOPO O.;FOSCOLO;CLASSICI
Poesie;Foscolo Ugo;CLASSICI
Prose I;Foscolo Ugo;CLASSICI
Prose II;Foscolo Ugo;CLASSICI
LA RAGAZZA DEL LAGO;FOSSUM KARIN;THRILLER
VERSO UN'ALTRA ESTATE;FRAME JANET;NARRATIVA
ADDIO BABILONIA;FRANK PAT;NARRATIVA
IL MOSTRO SOTTERRANEO;FRASCA-INNOCENTI;NARR. BAMBINI
CONTINUITA' E TRASFORMAZIONE;FRATEILI ENZO;Storia dell'arte
RITORNO A COLD MOUNTAIN;FRAZIER CHARLES;NARRATIVA ROSA 
TREDICI LUNE;FRAZIER CHARLES;NARRATIVA
